Episode,ta41,ta42,ta43,ta44,ta45,ta46,ta47,ta48,ta49,ta50,sum,FIFO,MTWR
335,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
336,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
337,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
338,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
339,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
340,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
341,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
342,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
343,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
344,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
345,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
346,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
347,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
348,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
349,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
350,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
351,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
352,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
353,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
354,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
355,2254,2170,2119,2279,2223,2310,2128,2206,2176,2194,22059,25494,24487
356,2254,2170,2119,2279,2223,2310,2128,2200,2176,2194,22053,25494,24487
357,2254,2170,2119,2279,2223,2310,2128,2200,2176,2194,22053,25494,24487
358,2254,2170,2119,2279,2223,2310,2128,2200,2176,2194,22053,25494,24487
359,2254,2170,2119,2279,2223,2310,2128,2200,2176,2194,22053,25494,24487
360,2254,2170,2119,2279,2223,2310,2128,2200,2176,2194,22053,25494,24487
361,2254,2170,2119,2279,2223,2310,2128,2200,2176,2194,22053,25494,24487
362,2254,2170,2119,2279,2223,2310,2128,2200,2176,2194,22053,25494,24487
363,2254,2170,2119,2279,2223,2310,2128,2200,2176,2194,22053,25494,24487
364,2254,2170,2119,2279,2223,2310,2128,2200,2176,2194,22053,25494,24487
365,2254,2170,2119,2279,2223,2310,2128,2200,2176,2194,22053,25494,24487
366,2254,2170,2119,2279,2223,2310,2128,2200,2176,2194,22053,25494,24487
367,2254,2170,2119,2279,2223,2310,2128,2200,2176,2194,22053,25494,24487
368,2254,2170,2119,2279,2223,2310,2128,2200,2176,2194,22053,25494,24487
369,2254,2170,2119,2269,2223,2310,2128,2186,2176,2194,22029,25494,24487
370,2254,2170,2119,2269,2223,2310,2128,2186,2176,2194,22029,25494,24487
371,2254,2170,2119,2269,2223,2310,2128,2177,2176,2194,22020,25494,24487
372,2254,2170,2119,2269,2223,2310,2128,2177,2176,2194,22020,25494,24487
373,2254,2170,2119,2269,2223,2310,2128,2177,2176,2194,22020,25494,24487
374,2254,2170,2119,2269,2223,2310,2128,2177,2176,2194,22020,25494,24487
375,2254,2170,2119,2269,2223,2310,2128,2177,2176,2194,22020,25494,24487
376,2254,2170,2119,2269,2223,2310,2128,2177,2176,2194,22020,25494,24487
377,2254,2170,2119,2269,2223,2310,2128,2177,2176,2194,22020,25494,24487
378,2254,2170,2119,2269,2223,2310,2128,2177,2176,2194,22020,25494,24487
379,2254,2170,2119,2269,2223,2310,2128,2170,2176,2194,22013,25494,24487
380,2254,2170,2119,2269,2223,2310,2128,2170,2176,2194,22013,25494,24487
381,2254,2170,2119,2269,2223,2310,2128,2169,2176,2194,22012,25494,24487
382,2254,2170,2119,2269,2223,2310,2128,2169,2176,2194,22012,25494,24487
383,2254,2170,2119,2269,2223,2310,2128,2169,2176,2194,22012,25494,24487
384,2254,2170,2119,2269,2223,2310,2128,2169,2176,2194,22012,25494,24487
385,2254,2170,2119,2269,2223,2310,2128,2161,2176,2194,22004,25494,24487
386,2254,2170,2119,2269,2223,2310,2128,2161,2176,2194,22004,25494,24487
387,2254,2170,2119,2269,2223,2310,2128,2161,2176,2194,22004,25494,24487
388,2254,2170,2119,2269,2223,2310,2128,2161,2176,2194,22004,25494,24487
389,2254,2170,2119,2269,2223,2310,2128,2161,2176,2194,22004,25494,24487
390,2254,2170,2119,2269,2223,2310,2128,2161,2176,2194,22004,25494,24487
391,2254,2170,2119,2269,2223,2310,2128,2161,2176,2194,22004,25494,24487
392,2254,2170,2119,2269,2223,2310,2128,2161,2176,2194,22004,25494,24487
393,2254,2170,2119,2269,2223,2310,2128,2161,2176,2194,22004,25494,24487
394,2254,2170,2119,2269,2223,2310,2128,2161,2176,2194,22004,25494,24487
395,2254,2170,2119,2269,2223,2310,2128,2153,2176,2194,21996,25494,24487
396,2254,2170,2119,2269,2223,2310,2128,2153,2176,2194,21996,25494,24487
397,2254,2170,2119,2269,2223,2310,2128,2153,2176,2194,21996,25494,24487
398,2254,2170,2119,2269,2223,2310,2128,2153,2176,2194,21996,25494,24487
399,2254,2170,2119,2269,2223,2310,2128,2153,2176,2194,21996,25494,24487
400,2254,2170,2119,2269,2223,2310,2128,2153,2176,2194,21996,25494,24487
401,2254,2170,2119,2269,2223,2310,2128,2153,2176,2194,21996,25494,24487
402,2254,2170,2119,2269,2223,2310,2128,2153,2176,2194,21996,25494,24487
403,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
404,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
405,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
406,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
407,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
408,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
409,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
410,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
411,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
412,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
413,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
414,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
415,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
416,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
417,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
418,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
419,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
420,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
421,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
422,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
423,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
424,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
425,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
426,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
427,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
428,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
429,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
430,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
431,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
432,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
433,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
434,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
435,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
436,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
437,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
438,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
439,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
440,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
441,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
442,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
443,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
444,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
445,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
446,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
447,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
448,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
449,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
450,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
451,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
452,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
453,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
454,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
455,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
456,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
457,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
458,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
459,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
460,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
461,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
462,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
463,2254,2170,2119,2269,2223,2310,2128,2147,2176,2194,21990,25494,24487
464,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
465,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
466,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
467,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
468,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
469,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
470,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
471,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
472,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
473,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
474,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
475,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
476,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
477,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
478,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
479,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
480,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
481,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
482,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
483,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
484,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
485,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
486,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
487,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
488,2254,2170,2119,2268,2223,2310,2128,2147,2176,2194,21989,25494,24487
489,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
490,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
491,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
492,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
493,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
494,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
495,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
496,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
497,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
498,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
499,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
500,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
501,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
502,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
503,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
504,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
505,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
506,2254,2170,2119,2268,2222,2310,2128,2147,2176,2194,21988,25494,24487
507,2254,2170,2119,2262,2222,2310,2128,2147,2176,2194,21982,25494,24487
508,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
509,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
510,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
511,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
512,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
513,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
514,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
515,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
516,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
517,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
518,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
519,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
520,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
521,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
522,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
523,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
524,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
525,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
526,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
527,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
528,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
529,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
530,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
531,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
532,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
533,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
534,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
535,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
536,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
537,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
538,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
539,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
540,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
541,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
542,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
543,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
544,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
545,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
546,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
547,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
548,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
549,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
550,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
551,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
552,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
553,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
554,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
555,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
556,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
557,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
558,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
559,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
560,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
561,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
562,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
563,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
564,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
565,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
566,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
567,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
568,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
569,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
570,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
571,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
572,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
573,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
574,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
575,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
576,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
577,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
578,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
579,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
580,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
581,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
582,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
583,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
584,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
585,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
586,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
587,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
588,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
589,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
590,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
591,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
592,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
593,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
594,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
595,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
596,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
597,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
598,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
599,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
600,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
601,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
602,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
603,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
604,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
605,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
606,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
607,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
608,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
609,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
610,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
611,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
612,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
613,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
614,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
615,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
616,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
617,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
618,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
619,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
620,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
621,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
622,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
623,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
624,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
625,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
626,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
627,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
628,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
629,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
630,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
631,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
632,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
633,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
634,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
635,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
636,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
637,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
638,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
639,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
640,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
641,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
642,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
643,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
644,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
645,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
646,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
647,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
648,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
649,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
650,2254,2170,2119,2262,2222,2310,2128,2139,2176,2194,21974,25494,24487
651,2254,2170,2119,2262,2222,2302,2128,2139,2176,2194,21966,25494,24487
652,2254,2170,2119,2262,2222,2302,2128,2139,2176,2194,21966,25494,24487
653,2254,2170,2119,2262,2222,2302,2128,2139,2176,2194,21966,25494,24487
654,2254,2170,2119,2262,2222,2302,2128,2139,2176,2194,21966,25494,24487
655,2254,2170,2119,2262,2222,2302,2128,2139,2176,2194,21966,25494,24487
656,2254,2170,2119,2262,2222,2302,2128,2139,2176,2194,21966,25494,24487
657,2254,2170,2119,2262,2222,2302,2128,2139,2176,2194,21966,25494,24487
658,2254,2170,2119,2262,2222,2302,2128,2139,2176,2194,21966,25494,24487
659,2254,2170,2119,2262,2222,2302,2128,2139,2176,2194,21966,25494,24487
660,2254,2170,2119,2262,2222,2302,2128,2139,2176,2194,21966,25494,24487
661,2254,2170,2119,2262,2222,2302,2128,2139,2176,2194,21966,25494,24487
662,2254,2170,2119,2259,2222,2302,2128,2139,2176,2194,21963,25494,24487
663,2254,2170,2119,2259,2222,2302,2128,2139,2176,2194,21963,25494,24487
664,2254,2170,2119,2259,2222,2302,2128,2139,2176,2194,21963,25494,24487
665,2254,2170,2119,2259,2222,2302,2128,2139,2176,2194,21963,25494,24487
666,2254,2170,2119,2259,2222,2302,2128,2139,2176,2194,21963,25494,24487
667,2254,2170,2119,2259,2222,2302,2128,2139,2176,2194,21963,25494,24487
668,2254,2170,2119,2259,2222,2302,2128,2139,2176,2194,21963,25494,24487
669,2254,2170,2119,2259,2222,2302,2128,2139,2176,2194,21963,25494,24487
670,2254,2170,2119,2259,2222,2302,2128,2139,2176,2194,21963,25494,24487
671,2254,2170,2119,2259,2222,2302,2128,2139,2176,2194,21963,25494,24487
672,2254,2170,2119,2259,2222,2302,2128,2139,2176,2194,21963,25494,24487
673,2254,2170,2119,2259,2222,2302,2128,2139,2176,2194,21963,25494,24487
674,2254,2170,2119,2259,2222,2302,2128,2139,2176,2194,21963,25494,24487
