Episode,ta41,ta42,ta43,ta44,ta45,,sum
816,2254,2170,2119,,,,6543
817,2254,2170,2119,,,,6543
818,2254,2170,2119,,,,6543
819,2254,2170,2119,,,,6543
820,2254,2170,2119,,,,6543
821,2254,2170,2119,,,,6543
822,2254,2170,2119,,,,6543
823,2254,2170,2119,,,,6543
824,2254,2170,2119,,,,6543
825,2254,2170,2119,,,,6543
826,2254,2170,2119,,,,6543
827,2254,2170,2119,,,,6543
828,2254,2170,2119,,,,6543
829,2254,2170,2119,,,,6543
830,2254,2170,2119,,,,6543
831,2254,2170,2119,,,,6543
832,2254,2170,2119,,,,6543
833,2254,2170,2119,,,,6543
834,2254,2170,2119,,,,6543
835,2254,2170,2119,,,,6543
836,2254,2170,2119,,,,6543
837,2254,2170,2119,,,,6543
838,2254,2170,2119,,,,6543
839,2254,2170,2119,,,,6543
840,2254,2170,2119,,,,6543
841,2254,2170,2119,,,,6543
842,2254,2170,2119,,,,6543
843,2254,2170,2119,,,,6543
844,2254,2170,2119,,,,6543
845,2254,2170,2119,,,,6543
846,2254,2170,2119,,,,6543
847,2254,2170,2119,,,,6543
848,2254,2170,2119,,,,6543
849,2254,2170,2119,,,,6543
850,2254,2170,2119,,,,6543
851,2254,2170,2119,,,,6543
852,2254,2170,2119,,,,6543
853,2254,2170,2119,,,,6543
854,2254,2170,2119,,,,6543
855,2254,2170,2119,,,,6543
856,2254,2170,2119,,,,6543
857,2254,2170,2119,,,,6543
858,2254,2170,2119,,,,6543
859,2254,2170,2119,,,,6543
860,2254,2170,2119,,,,6543
861,2254,2170,2119,,,,6543
862,2254,2170,2119,,,,6543
863,2254,2170,2119,,,,6543
864,2254,2170,2119,,,,6543
865,2254,2170,2119,,,,6543
866,2254,2170,2119,,,,6543
867,2254,2170,2119,,,,6543
868,2254,2170,2119,,,,6543
869,2254,2170,2119,,,,6543
870,2254,2170,2119,,,,6543
871,2254,2170,2119,,,,6543
872,2254,2170,2119,,,,6543
873,2254,2170,2119,,,,6543
874,2254,2170,2119,,,,6543
875,2254,2170,2119,,,,6543
876,2254,2170,2119,,,,6543
877,2254,2170,2119,,,,6543
878,2254,2170,2119,,,,6543
879,2254,2170,2119,,,,6543
880,2254,2170,2119,,,,6543
881,2254,2170,2119,,,,6543
882,2254,2170,2119,,,,6543
883,2254,2170,2119,,,,6543
884,2254,2170,2119,,,,6543
885,2254,2170,2119,,,,6543
886,2254,2170,2119,,,,6543
887,2254,2170,2119,,,,6543
888,2254,2170,2119,,,,6543
889,2254,2170,2119,,,,6543
890,2254,2170,2119,,,,6543
891,2254,2170,2119,,,,6543
892,2254,2170,2119,,,,6543
893,2254,2170,2119,,,,6543
894,2254,2170,2119,,,,6543
895,2254,2170,2119,,,,6543
896,2254,2170,2119,,,,6543
897,2254,2170,2119,,,,6543
898,2254,2170,2119,,,,6543
899,2254,2170,2119,,,,6543
900,2254,2170,2119,,,,6543
901,2250,2170,2119,,,,6539
902,2250,2170,2119,,,,6539
903,2250,2170,2119,,,,6539
904,2250,2170,2119,,,,6539
905,2250,2170,2119,,,,6539
906,2250,2170,2119,,,,6539
907,2250,2170,2119,,,,6539
908,2250,2170,2119,,,,6539
909,2250,2170,2119,,,,6539
910,2250,2170,2119,,,,6539
911,2250,2170,2119,,,,6539
912,2250,2170,2119,,,,6539
913,2250,2170,2119,,,,6539
914,2250,2170,2119,,,,6539
915,2250,2170,2119,,,,6539
916,2250,2170,2119,,,,6539
917,2250,2170,2119,,,,6539
918,2250,2170,2119,,,,6539
919,2250,2170,2119,,,,6539
920,2250,2170,2119,,,,6539
921,2250,2170,2119,,,,6539
922,2250,2170,2119,,,,6539
923,2250,2170,2119,,,,6539
924,2250,2170,2119,,,,6539
925,2250,2170,2119,,,,6539
926,2250,2170,2119,,,,6539
927,2250,2170,2119,,,,6539
928,2250,2170,2119,,,,6539
929,2250,2170,2119,,,,6539
930,2250,2170,2119,,,,6539
931,2250,2170,2119,,,,6539
932,2250,2170,2119,,,,6539
933,2250,2170,2119,,,,6539
934,2250,2170,2119,,,,6539
935,2250,2170,2119,,,,6539
936,2250,2170,2119,,,,6539
937,2250,2170,2119,,,,6539
938,2250,2170,2119,,,,6539
939,2250,2170,2119,,,,6539
940,2250,2170,2119,,,,6539
941,2250,2170,2119,,,,6539
942,2250,2170,2119,,,,6539
943,2250,2170,2119,,,,6539
944,2250,2170,2119,,,,6539
945,2250,2170,2119,,,,6539
946,2250,2170,2119,,,,6539
947,2250,2170,2119,,,,6539
948,2250,2170,2119,,,,6539
949,2250,2170,2119,,,,6539
950,2250,2170,2119,,,,6539
951,2250,2170,2119,,,,6539
952,2250,2170,2119,,,,6539
953,2250,2170,2119,,,,6539
954,2250,2170,2119,,,,6539
955,2250,2170,2119,,,,6539
956,2250,2170,2119,,,,6539
957,2250,2170,2119,,,,6539
958,2250,2170,2119,,,,6539
959,2250,2170,2119,,,,6539
960,2239,2170,2119,,,,6528
961,2239,2170,2119,,,,6528
962,2239,2170,2119,,,,6528
963,2239,2170,2119,,,,6528
964,2239,2170,2119,,,,6528
965,2239,2170,2119,,,,6528
966,2239,2170,2119,,,,6528
967,2239,2170,2119,,,,6528
968,2239,2170,2119,,,,6528
969,2239,2170,2119,,,,6528
970,2239,2170,2119,,,,6528
971,2239,2170,2119,,,,6528
972,2239,2170,2119,,,,6528
973,2239,2170,2119,,,,6528
974,2239,2170,2119,,,,6528
975,2239,2170,2119,,,,6528
976,2239,2170,2119,,,,6528
977,2239,2170,2119,,,,6528
978,2239,2170,2119,,,,6528
979,2239,2170,2119,,,,6528
980,2239,2170,2119,,,,6528
981,2239,2170,2119,,,,6528
982,2239,2170,2119,,,,6528
983,2239,2170,2119,,,,6528
984,2239,2170,2119,,,,6528
985,2239,2170,2119,,,,6528
986,2239,2170,2119,,,,6528
987,2239,2170,2119,,,,6528
988,2239,2170,2119,,,,6528
989,2239,2170,2119,,,,6528
990,2239,2170,2119,,,,6528
991,2239,2170,2119,,,,6528
992,2239,2170,2119,,,,6528
993,2239,2170,2119,,,,6528
994,2239,2170,2119,,,,6528
995,2239,2170,2119,,,,6528
996,2239,2170,2119,,,,6528
997,2239,2170,2119,,,,6528
998,2239,2170,2119,,,,6528
999,2239,2170,2119,,,,6528
1000,2239,2170,2119,,,,6528
